booking_id,flight_id,passenger_id,booking_date,seat_no,class,payment_status,amount
514,1167,306,2024-03-22,3D,Business,Failed,6958
515,2479,2054,2025-03-09,6C,Business,Failed,18825
516,389,1717,2025-04-19,17C,First,Failed,12484
517,2102,361,2025-06-26,8D,Economy,Paid,12691
518,2072,1209,2024-01-04,33A,First,Pending,16631
519,395,1859,2024-07-12,35D,Business,Failed,3896
520,2167,1972,2024-02-25,27A,First,Failed,3089
521,983,1124,2024-09-17,13E,Business,Paid,2308
522,2240,1114,2025-08-15,24E,First,Paid,15771
523,1963,984,2025-07-19,32F,First,Failed,19402
524,721,1270,2025-01-14,29A,Economy,Failed,6493
525,2432,2163,2025-05-01,14C,Economy,Paid,14756
526,2394,2324,2024-04-05,36B,Business,Paid,14384
527,473,2128,2024-12-01,19D,Business,Paid,9084
528,1804,179,2025-12-16,32A,Business,Paid,17195
529,1976,561,2025-12-23,2F,First,Pending,3357
530,2051,2308,2024-11-24,39B,Business,Pending,2082
531,925,1810,2025-05-10,11C,Economy,Failed,10442
532,876,292,2025-09-29,36A,Business,Pending,11285
533,973,291,2025-06-02,36D,Business,Paid,7411
534,379,542,2024-05-04,6B,First,Failed,19792
535,1322,1910,2025-09-11,8D,Economy,Paid,17035
536,2186,594,2024-09-16,8F,Business,Pending,17500
537,125,1429,2025-08-04,10D,Economy,Paid,11290
538,1426,948,2025-07-03,19E,Business,Failed,5728
539,480,1349,2025-11-17,18D,Economy,Pending,7294
540,1386,381,2025-11-30,31D,Business,Failed,14084
541,2114,1705,2025-12-09,16D,Business,Pending,2322
542,432,310,2024-01-08,36B,First,Paid,17836
543,1959,1694,2025-07-16,25B,First,Failed,4057
544,1113,1499,2025-01-07,39E,Economy,,5060
545,601,2473,2024-08-09,9A,Economy,Pending,18210
546,856,1166,2025-06-14,18D,Economy,Pending,7635
547,2054,661,2024-12-15,22E,Economy,Pending,5384
548,158,2274,2024-01-31,18A,First,Paid,11453
549,2378,1498,2025-08-14,19F,Economy,Paid,12233
550,1127,2073,2024-12-23,20E,Business,Pending,5456
551,223,2143,2024-01-22,38F,Business,Paid,5664
552,2450,565,2024-10-15,32B,Business,Paid,5096
553,1707,1606,2024-08-01,29E,First,Pending,15871
554,545,1200,2025-12-12,31C,Economy,Paid,9565
555,2232,644,2024-06-13,22E,Business,Failed,6659
556,538,1432,2024-05-19,35D,Business,Failed,18532
557,1437,1951,2025-01-04,30C,First,Paid,7730
558,2343,459,2024-11-15,13F,First,Pending,18081
559,260,338,2025-02-12,16E,First,Failed,12467
560,826,1355,2025-03-13,25B,Business,Paid,18998
561,316,2014,2024-01-13,27A,First,Paid,10431
562,746,345,2025-05-15,21F,Business,Pending,19296
563,719,576,2024-01-26,31F,Economy,Pending,5013
564,1101,1571,2025-06-17,25D,Business,Paid,7409
565,461,1548,2024-03-16,10D,Economy,Pending,13945
566,1105,943,2024-12-31,3B,Business,Failed,18542
567,1703,346,2025-05-05,33E,Economy,Failed,17984
568,1407,325,2024-04-01,22A,Business,Paid,2547
569,2197,2139,2024-09-22,29A,Business,Paid,4900
570,2393,294,2025-07-13,34D,Business,Pending,9674
571,1814,524,2025-05-13,1F,Business,Failed,10946
572,1815,259,2024-06-18,10D,First,Pending,19118
573,1742,1111,2024-12-11,10A,Business,Paid,13020
574,974,1518,2024-08-15,31C,Business,Paid,6317
575,922,2234,2025-11-29,22E,First,Paid,3924
576,30,2392,2025-11-10,26F,First,Paid,2523
577,982,821,2024-07-21,6C,First,Paid,12938
578,231,1893,2025-03-21,35D,First,Paid,16659
579,1186,1540,2025-06-01,21F,First,Pending,10809
580,1252,569,2024-05-11,32E,First,Pending,17535
581,1245,509,2024-09-01,3E,First,Pending,18298
582,1097,1564,2024-03-31,5B,First,Failed,19244
583,399,2064,2024-05-05,19B,First,Pending,18183
584,95,525,2025-04-16,6D,First,Paid,15578
585,1964,2248,2024-08-29,7F,First,Pending,15424
586,475,1208,2025-05-16,7D,Economy,Pending,19691
587,1930,309,2025-01-21,11F,Business,Failed,16101
588,1779,1840,2024-01-07,20A,Business,Paid,17503
589,775,1384,2024-03-28,3C,First,Failed,13506
590,1148,2307,2025-08-20,4C,First,Failed,10226
591,1524,1943,2024-05-24,23C,Economy,Failed,18169
592,621,1181,2025-03-26,28B,First,Pending,16838
593,964,2473,2024-11-26,16E,Economy,Paid,18820
594,2143,1045,2025-12-10,27E,Business,Paid,14737
595,1501,1012,2024-06-12,12B,Business,Failed,4572
596,2081,350,2025-10-18,12A,First,Paid,14171
597,1327,961,2024-12-07,40D,Economy,Paid,15920
598,122,438,2024-01-01,40F,Economy,Failed,18692
599,218,456,2024-04-29,16D,Business,Pending,14552
600,1077,1570,2025-08-01,38B,Business,Failed,18875
601,1183,1104,2025-04-08,15D,Economy,Failed,7308
602,1695,1476,2025-04-06,17D,Economy,Pending,18905
603,795,1619,2024-02-18,17F,Business,Pending,3914
604,1625,1513,2024-11-22,1D,Economy,Pending,15862
605,176,643,2025-04-18,19F,Business,Pending,4925
606,292,392,2025-01-02,35B,Economy,Failed,5290
607,491,2081,2024-10-13,5D,First,Pending,12333
608,634,921,2024-01-24,23E,Business,Paid,13040
609,1261,1624,2025-12-23,20F,Economy,Failed,7609
610,2173,1946,2024-10-19,28F,Business,Failed,4571
611,1891,2458,2025-03-24,17D,Economy,Pending,18616
612,604,1115,2024-03-03,20B,First,Pending,11814
613,1129,413,2025-07-21,25D,First,Paid,3216
614,1066,2347,2025-04-02,7B,First,Pending,5539
615,1665,1789,2025-06-13,25E,Business,Failed,2521
616,1484,2121,2025-02-16,23E,First,Pending,13026
617,491,261,2025-08-11,19F,Business,Paid,13391
618,565,2014,2024-09-16,19A,First,Failed,18724
619,168,1336,2025-09-24,26C,Business,Failed,12936
620,759,959,2024-07-02,1E,First,Pending,14138
621,1198,1849,2024-02-17,4E,Economy,Paid,14130
622,1905,2039,2024-05-26,32C,Economy,Paid,10250
623,1174,1189,2025-08-14,15E,Business,Pending,18367
624,2297,335,2025-02-12,23B,First,Failed,5253
625,1651,804,2025-03-15,13E,First,Failed,18626
626,180,2438,2025-04-02,17F,Economy,Failed,2227
627,28,972,2024-08-16,9F,First,Pending,8703
628,1845,1095,2024-10-10,7F,First,Failed,14805
629,2165,941,2025-07-26,3C,Business,Failed,10318
630,262,903,2024-12-10,29A,Economy,Pending,6430
631,197,1269,2025-08-23,38C,First,Failed,6853
632,1461,24,2024-09-20,9A,First,Pending,18291
633,1663,557,2025-01-12,19C,Business,Paid,11623
634,1434,2451,2024-04-12,27B,Business,Paid,4168
635,333,1397,2025-08-22,13B,Business,Pending,4748
636,1182,2489,2024-01-23,35C,Business,Pending,19692
637,1776,1877,2024-10-19,34E,First,Pending,3593
638,79,1758,2024-09-23,18B,First,Failed,16785
639,1868,882,2025-06-12,17D,First,Failed,19877
640,1893,1879,2025-04-20,19F,Business,Pending,13444
641,197,1243,2025-03-26,22A,First,Pending,17941
642,1784,1242,2024-10-11,30A,Economy,Failed,14552
643,226,2079,2024-11-08,10B,Economy,Failed,6777
644,1562,2370,2024-06-10,26E,First,Pending,9108
645,735,1274,2025-08-12,24A,Business,Failed,10438
646,1363,566,2024-05-01,26A,Economy,Failed,19466
647,1580,2058,2025-04-25,17E,First,Paid,15120
648,1620,678,2024-04-21,8D,Economy,Pending,2010
649,2043,851,2024-08-26,24F,Economy,Pending,5529
650,220,285,2024-07-28,17E,Economy,Failed,16584
651,2341,2201,2024-12-14,25F,Economy,Paid,19328
652,1228,1553,2025-05-25,24A,First,Pending,5343
653,1729,371,2024-01-02,15D,Economy,Pending,3759
654,202,2349,2025-12-15,2E,First,Failed,17064
655,1890,1841,2025-09-20,36C,Economy,Pending,4228
656,2080,1879,2025-04-05,40B,Economy,Failed,16763
657,1714,2194,2025-04-26,5F,Economy,Paid,10459
658,753,1611,2025-09-17,30F,First,Paid,16915
659,1017,141,2025-08-08,20F,Economy,Pending,12390
660,115,2132,2024-08-28,27A,Economy,Failed,13879
661,1246,1130,2024-02-23,9A,Business,Paid,16935
662,2230,1628,2025-11-01,3C,Economy,Pending,18898
663,469,1379,2025-04-11,32A,Business,Pending,11121
664,426,2069,2024-04-18,7B,First,Pending,17787
665,1576,1245,2024-10-06,35B,Economy,Failed,3448
666,1866,1111,2025-10-26,25D,Economy,Failed,18582
667,834,1716,2025-11-05,24F,Business,Paid,17206
668,2029,453,2024-02-26,35D,Business,Failed,13284
669,11,342,2024-08-01,38F,Economy,Failed,15857
670,1409,393,2025-05-22,10D,First,Pending,9672
671,2090,1376,2024-01-28,7D,Business,Pending,15338
672,1726,1270,2024-07-22,40D,Economy,Paid,11121
673,2171,1710,2025-06-28,18A,Business,Pending,16835
674,2300,971,2024-11-04,24B,First,Pending,7352
675,973,1607,2025-09-25,29D,Business,Pending,19803
676,604,2206,2025-06-11,16C,Economy,Failed,11522
677,213,699,2025-10-27,7F,Business,Pending,9870
678,2316,166,2024-12-08,24E,First,Paid,2423
679,540,2082,2024-08-05,23A,Economy,Paid,2149
680,706,255,2025-09-08,26C,Economy,Pending,16647
681,1759,302,2025-08-11,13A,Economy,Pending,18522
682,1685,2268,2024-03-27,30A,Economy,Paid,9065
683,1159,935,2024-01-31,14F,First,Failed,13917
684,498,1506,2024-04-09,39A,Economy,Pending,13010
685,782,1257,2025-10-28,4C,First,Paid,16059
686,1910,953,2024-11-10,16B,First,Failed,15830
687,126,2263,2025-05-09,37B,Business,Paid,15862
688,1527,245,2025-09-09,5E,Business,Failed,10181
689,841,2068,2025-04-15,14E,Economy,Paid,6280
690,983,210,2025-05-29,14B,Economy,Paid,16445
691,1342,426,2025-09-24,22B,First,Failed,7696
692,12,981,2025-11-02,39A,Business,Pending,2742
693,1501,2120,2024-11-26,18B,Economy,Paid,6181
694,1318,178,2024-07-12,9E,Economy,Pending,14425
695,1464,1547,2025-12-30,17B,First,Paid,13729
696,1831,1899,2024-07-09,8F,Business,Failed,3991
697,516,2035,2024-09-08,2B,Economy,Pending,5705
698,2364,299,2024-01-01,1C,Economy,Failed,15063
699,1704,2314,2025-04-03,16E,Economy,Failed,3016
700,1148,275,2025-10-06,21A,Economy,Pending,10288
701,2362,1729,2024-03-30,12C,Economy,Pending,19378
702,1549,1847,2025-06-01,4B,Economy,Pending,10274
703,2087,1795,2025-04-27,27E,Business,Failed,16382
704,2301,53,2025-10-06,8F,First,Failed,6525
705,2351,1846,2024-04-25,5D,First,Failed,7209
706,979,1424,2024-03-13,29C,First,Pending,18896
707,2306,1438,2024-06-04,33E,Economy,Paid,3697
708,2007,1628,2025-12-23,7D,First,Pending,13677
709,1847,1948,2024-03-09,33B,Business,Paid,6753
710,224,489,2025-04-15,40A,Economy,Failed,8816
711,2140,2355,2025-05-06,34C,Business,Paid,14168
712,280,417,2024-10-26,30F,Economy,Pending,10838
713,1194,921,2024-05-23,2A,Economy,Pending,2797
714,1820,1554,2025-12-11,31D,First,Pending,18140
715,1758,666,2024-07-24,28F,Business,Paid,16092
716,2046,6,2025-12-13,7D,First,Pending,12875
717,248,2470,2025-02-10,29A,Economy,Paid,18228
718,1385,1475,2025-08-02,6C,Business,Failed,3225
719,1373,2438,2025-11-13,39B,Business,Paid,7566
720,2126,2382,2024-10-23,5B,Economy,Failed,14394
721,45,1472,2025-08-04,18E,First,Paid,15603
722,2086,338,2025-06-12,38E,Economy,Failed,7922
723,416,269,2024-05-16,21D,Business,Pending,14973
724,2293,2113,2024-08-06,39E,Business,Paid,7036
725,2371,1088,2025-06-01,19D,Business,Failed,4646
726,1276,1294,2025-12-10,33E,Economy,Pending,10824
727,1085,657,2025-03-23,28A,Business,Pending,6694
728,1143,1401,2024-05-11,8F,Business,Failed,7545
729,87,1869,2024-12-28,36F,First,Failed,5681
730,2128,2377,2024-12-09,14D,First,Paid,2414
731,228,1657,2025-11-26,29B,Business,Failed,13398
732,1839,862,2024-01-18,27C,First,,9199
733,623,2469,2025-02-19,30D,Economy,Pending,12779
734,1607,1337,2025-12-25,27F,First,Failed,16083
735,485,2357,2025-07-13,7C,First,Failed,9532
736,25,1668,2025-06-24,28C,First,Failed,10221
737,1815,1826,2024-06-01,17C,First,Pending,17234
738,1226,1213,2024-11-27,10F,Economy,Pending,10321
739,1249,1066,2024-11-14,31A,First,Pending,9945
740,779,320,2024-07-17,6A,Business,Pending,7189
741,931,1681,2025-06-09,6D,First,Paid,6214
742,1603,445,2024-01-10,7F,First,Pending,4374
743,1583,1398,2024-05-18,24B,Business,Pending,5983
744,753,286,2024-06-15,36A,Economy,Paid,13333
745,1714,2219,2024-05-26,38E,Business,Paid,2207
746,1101,2311,2025-02-06,36C,Business,,14407
747,426,1828,2025-03-20,8D,Business,Failed,10139
748,660,2190,2024-03-10,23F,Business,Pending,11173
749,1518,1464,2024-11-23,28F,First,Failed,6302
750,547,593,2025-09-07,4C,First,Paid,14693
751,1101,416,2024-08-16,39C,First,Paid,8911
752,2103,2073,2025-10-11,23A,First,Paid,2111
753,1497,94,2024-11-14,37E,Economy,Paid,17566
754,1463,2353,2024-02-05,14B,First,Failed,6709
755,1736,2233,2025-09-21,31B,First,Paid,19793
756,1772,2331,2024-09-11,7C,Economy,Pending,10897
757,2362,1179,2024-11-08,36C,Business,Pending,7872
758,1344,686,2024-11-30,8C,First,Pending,16482
759,2268,863,2024-01-20,37B,First,Failed,12807
760,1395,685,2024-10-24,28E,Business,Paid,18182
761,1240,1038,2024-01-21,40E,First,Failed,6857
762,49,341,2025-04-22,36A,Business,Pending,13166
763,1821,604,2025-04-16,39F,Business,Paid,9498
764,2166,1807,2025-11-08,18A,Business,Failed,7039
765,2130,734,2025-04-14,12C,First,Paid,10067
766,1747,1497,2024-12-14,20C,Business,Paid,13412
767,496,1132,2025-08-12,23A,First,Failed,10360
768,634,1355,2025-01-20,12B,Economy,Pending,2984
769,602,540,2025-06-29,37F,Business,Failed,3107
770,176,2487,2025-03-21,26A,First,Failed,15172
771,639,1733,2024-04-08,10F,Business,Pending,12270
772,297,1736,2025-10-16,2A,First,Failed,6342
773,1284,2432,2024-02-24,34B,First,Paid,13165
774,1875,2208,2024-01-03,25D,Economy,Pending,3553
775,475,2480,2024-11-27,30C,Business,Failed,4002
776,1647,1420,2025-03-10,11C,First,Paid,18881
777,1959,1990,2025-04-30,20F,Economy,Pending,14591
778,1061,615,2024-08-06,21E,First,Failed,3421
779,1789,488,2024-07-29,39A,First,Pending,5474
780,25,1213,2025-05-10,4B,Economy,Paid,10980
781,349,1442,2025-10-22,11E,Business,Paid,17769
782,637,2391,2024-08-19,4F,Economy,Pending,14166
783,227,1385,2025-08-22,6C,Business,Paid,11418
784,1372,2157,2025-12-23,29F,First,Paid,14390
785,38,849,2024-05-27,28D,First,Pending,2531
786,1407,301,2024-07-25,39D,Economy,Pending,3619
787,2284,1392,2024-12-25,27C,Economy,Failed,19675
788,1205,1340,2025-02-22,14E,Economy,Failed,6113
789,2162,705,2025-02-20,8C,First,Pending,11319
790,2354,269,2025-11-26,28A,Business,Paid,14439
791,2180,1525,2025-07-06,19F,Economy,Paid,5911
792,348,478,2024-06-30,38D,Business,Pending,9159
793,1204,176,2025-07-09,34F,Economy,Pending,15160
794,2463,239,2024-07-28,20A,Economy,Pending,15725
795,983,1969,2024-09-06,15D,Economy,Paid,3107
796,732,610,2025-05-26,39A,Economy,Failed,7427
797,2433,1788,2025-08-18,1B,First,Failed,14836
798,1067,492,2024-05-18,20B,First,Paid,16793
799,1504,2147,2024-08-18,9C,Economy,Failed,8496
800,1142,329,2024-01-12,19C,First,Pending,3687
801,1595,445,2024-09-29,8A,First,Pending,7987
802,2109,1690,2025-05-02,32F,First,Paid,18091
803,1810,998,2024-03-30,28B,First,Paid,14747
804,2236,2343,2024-01-25,9D,Business,Pending,5475
805,453,442,2025-06-21,35F,Business,Pending,17918
806,2235,795,2025-10-26,15E,First,Paid,4029
807,1764,1832,2025-07-25,36F,Business,Paid,11335
808,164,891,2024-02-29,23A,Economy,Pending,7418
809,1448,2079,2024-06-19,26F,Business,Pending,8190
810,102,1155,2025-08-10,3D,Economy,Failed,17658
811,1453,1752,2025-03-22,2D,Business,Failed,13935
812,691,2486,2025-12-20,5C,Business,Pending,13782
813,1451,1350,2025-10-28,37D,Economy,Paid,16580
814,1967,2334,2025-11-22,37D,Economy,Failed,13990
815,536,291,2025-08-16,27C,First,Failed,11939
816,2026,368,2024-01-10,8D,Business,Pending,6819
817,1701,486,2024-08-30,2C,Economy,Paid,7919
818,1464,168,2024-06-26,11E,First,Paid,4810
819,1630,1885,2024-09-13,30F,Economy,Pending,5415
820,1879,1791,2024-11-05,24A,First,Paid,3716
821,124,78,2025-05-30,28A,First,Pending,2289
822,2397,1109,2024-08-02,16D,Economy,Paid,6697
823,249,892,2024-01-30,38D,Economy,Pending,17331
824,1972,661,2024-12-11,34A,Business,Paid,17775
825,1295,1225,2024-03-05,26C,Business,Pending,2609
826,1453,589,2025-09-27,22B,First,Pending,4353
827,1594,565,2024-06-01,22B,Economy,Paid,18919
828,713,302,2024-02-09,5E,Business,Pending,10948
829,247,2341,2024-01-26,8E,First,Failed,17985
830,481,294,2024-09-29,33B,Business,Paid,9157
831,2146,109,2024-06-07,23C,First,Pending,5849
832,2377,2413,2025-12-01,10B,Business,Paid,10069
833,1449,1518,2025-08-03,7B,Economy,Paid,10545
834,1029,2141,2024-01-01,17B,First,Pending,14083
835,2014,1709,2024-03-19,12E,First,Failed,6330
836,459,428,2024-08-15,10F,Business,Paid,7229
837,593,638,2024-11-22,5B,Business,Failed,4995
838,498,2416,2025-07-11,32D,Business,Failed,15324
839,2135,105,2025-09-11,37E,Economy,Pending,13900
840,2450,2257,2025-05-15,29F,Business,Pending,4214
841,1317,1085,2025-04-19,37F,Business,Paid,14340
842,197,12,2024-12-20,40C,Economy,Pending,18659
843,27,649,2024-05-03,21B,Business,Paid,16687
844,1718,875,2025-10-21,29A,Economy,Paid,8553
845,2183,2434,2025-02-27,31D,Economy,Failed,10338
846,1114,884,2024-09-08,20C,Business,,8972
847,2254,555,2025-05-28,38A,Economy,Pending,19235
848,1439,1460,2025-12-01,23E,Business,Paid,10679
849,603,1344,2025-05-21,5C,Economy,Failed,19937
850,1092,1895,2025-04-30,30D,First,Pending,13375
851,362,989,2025-04-22,3A,Business,Failed,10775
852,1284,1580,2025-08-05,24C,First,Failed,6310
853,1087,353,2024-11-28,5F,First,Paid,17327
854,2016,1507,2025-08-31,6E,First,Pending,10702
855,972,2030,2024-08-19,39E,First,Pending,5813
856,1716,1847,2025-06-25,25D,Business,Pending,15516
857,1647,2391,2024-01-30,38E,Economy,Failed,16746
858,1727,2384,2025-12-27,3D,Business,Pending,7891
859,908,2072,2024-06-21,37F,Business,Paid,8888
860,246,885,2025-04-12,13C,Economy,Failed,5202
861,2326,1466,2025-04-20,39D,First,Pending,18726
862,347,2152,2025-12-23,33B,Economy,Failed,9745
863,1961,574,2024-11-12,4D,First,Failed,3423
864,372,1689,2025-01-31,7C,Business,Failed,16537
865,809,775,2024-05-04,6E,Economy,Paid,14059
866,2171,243,2024-03-20,12A,Economy,Pending,14587
867,160,2390,2025-11-26,16F,First,Pending,16251
868,1151,865,2025-06-10,29D,Economy,Failed,11107
869,1335,2221,2025-06-06,34E,Business,Pending,8647
870,518,1440,2025-01-30,40B,Economy,Failed,3911
871,1289,2151,2024-03-29,24C,Economy,Failed,3339
872,746,2208,2024-01-03,19D,Business,Failed,16764
873,2336,714,2025-06-19,27C,First,Paid,8446
874,420,576,2025-08-23,39A,Economy,Pending,18292
875,1552,2244,2025-06-04,22A,First,Failed,18881
876,140,989,2025-07-11,22A,Economy,Pending,13140
877,1833,1415,2025-08-28,36F,Business,Paid,19174
878,707,70,2024-03-11,25C,First,Paid,14392
879,698,843,2025-11-30,17F,Economy,Failed,10201
880,475,2295,2024-05-18,39B,First,Paid,17984
881,1661,2377,2024-01-10,22A,Economy,Paid,4816
882,1902,2206,2025-05-29,38F,Business,Paid,2326
883,2437,918,2025-06-14,10C,Business,Paid,19266
884,511,743,2024-05-09,20F,Economy,Paid,7002
885,538,55,2025-02-04,26B,Economy,Paid,7235
886,2261,1838,2024-08-08,39F,First,Pending,2923
887,1537,1377,2025-10-03,6C,Economy,Paid,18161
888,1289,410,2025-03-12,36D,First,Pending,16547
889,1367,1039,2025-02-03,22B,Economy,Failed,15801
890,1062,147,2024-04-22,34A,Business,Paid,4824
891,233,1514,2025-10-11,28E,First,Paid,11345
892,2308,1680,2025-03-27,24A,First,Pending,4070
893,308,1049,2025-07-08,24C,Business,Paid,8544
894,403,1715,2024-08-05,12B,First,Pending,6600
895,997,2381,2024-02-27,22D,Business,Pending,2920
896,1285,1198,2024-04-22,13B,Business,Paid,8091
897,1500,1799,2025-11-30,9B,Business,Failed,15843
898,750,2338,2024-05-01,5C,Economy,Failed,16806
899,1130,27,2025-02-11,7E,Business,Failed,19827
900,304,1125,2025-04-04,35F,First,Pending,14699
901,2391,2436,2024-03-25,34A,Economy,Pending,4801
902,1471,1091,2025-09-09,22E,Business,Paid,10220
903,1062,250,2025-02-03,9E,Business,Pending,5703
904,855,142,2024-12-21,25B,Business,Failed,2825
905,1070,267,2024-04-08,11B,First,Paid,16197
906,1746,215,2025-06-04,40B,Economy,Failed,9711
907,1629,489,2025-06-01,29A,Economy,Paid,18011
908,2304,496,2024-04-17,27C,Economy,Failed,19546
909,2185,480,2024-05-31,16D,First,Paid,5439
910,1255,1,2024-01-27,40C,Business,Failed,17982
911,818,1904,2024-04-28,29B,Economy,Pending,4533
912,1738,841,2025-12-23,35B,Business,Failed,7612
913,973,2428,2024-04-09,20D,First,Paid,11551
914,38,844,2024-01-03,13C,Economy,Failed,9930
915,1179,1886,2024-11-24,37D,First,Pending,5672
916,105,2350,2025-06-12,30C,Economy,Paid,4160
917,255,650,2024-04-15,25E,Economy,Pending,3797
918,1982,1441,2024-08-17,34D,Business,Failed,13171
919,591,1894,2024-10-30,11B,First,Paid,17190
920,525,1302,2024-06-25,39B,Economy,Failed,3244
921,370,2387,2024-03-24,17A,Economy,Paid,9893
922,102,1483,2024-09-19,31C,First,Pending,3930
923,664,1726,2024-07-14,36A,Business,Pending,17705
924,690,1355,2024-09-05,34A,First,Pending,2047
925,1927,1294,2025-01-16,19A,Economy,Failed,2133
926,1536,1196,2025-04-02,11C,First,Paid,16854
927,2437,404,2025-10-22,29E,Business,Pending,13238
928,2411,1492,2025-12-18,10D,Business,Failed,4364
929,2029,2295,2025-02-12,6B,Business,Failed,5509
930,931,1547,2024-03-21,29C,Business,Paid,12325
931,1857,1853,2025-12-01,2D,Business,Pending,15359
932,1990,111,2025-02-15,4D,Business,Failed,9996
933,2391,813,2024-07-24,33C,Business,Pending,4471
934,2183,930,2025-01-22,16D,Economy,Paid,4434
935,1886,886,2025-02-02,6C,First,Pending,6335
936,978,909,2024-01-08,15A,Business,Pending,18023
937,1995,2340,2025-09-17,21A,First,Failed,15502
938,380,1983,2025-05-31,22B,First,Failed,19047
939,1514,175,2025-03-25,9A,Economy,Paid,9443
940,1149,2157,2025-04-20,19D,First,Paid,13246
941,2086,1364,2024-12-07,9F,First,Paid,17665
942,781,1038,2024-03-13,31D,Business,Failed,9774
943,310,2091,2024-04-30,40A,Business,Paid,6200
944,2154,461,2024-10-28,6A,First,Paid,7022
945,556,149,2024-08-21,17B,Business,Failed,16186
946,397,338,2024-03-06,10E,Economy,Paid,9939
947,2201,1003,2024-08-17,39E,First,Failed,11145
948,1884,2272,2025-06-26,28A,First,Paid,3673
949,1170,1134,2024-02-20,19B,Economy,Failed,19726
950,201,354,2025-10-20,20A,Economy,Pending,12296
951,1891,1108,2025-08-29,4B,Economy,Failed,10431
952,12,2114,2024-11-24,27F,Economy,Failed,12816
953,1076,1915,2025-01-21,40D,First,,5049
954,1977,1110,2024-02-07,5A,Business,Paid,8283
955,1326,84,2025-12-10,32E,Business,Failed,8574
956,1896,1978,2024-06-21,35A,Business,Failed,7331
957,920,227,2025-05-07,33E,Business,Paid,18783
958,2148,1013,2025-03-30,16F,Economy,Pending,14828
959,871,20,2024-02-10,10C,Business,Failed,19458
960,366,1467,2024-05-08,28A,Business,Paid,16058
961,657,270,2024-02-23,40C,First,Pending,4573
962,161,2454,2024-03-26,16E,First,Failed,4397
963,175,1532,2025-12-24,27B,Business,Pending,2418
964,1504,304,2024-09-25,6E,Economy,Failed,19023
965,545,1309,2024-10-22,24A,Business,Failed,6589
966,2331,810,2024-01-21,34E,Economy,Pending,18742
967,1762,1053,2024-08-02,33E,First,Pending,7204
968,957,2439,2025-02-28,36A,Economy,Pending,9889
969,452,1933,2024-07-07,25D,Business,Failed,16986
970,82,2041,2024-06-09,3F,First,Failed,18922
971,1237,909,2025-12-13,25C,Business,Paid,6439
972,816,142,2025-06-24,17F,Business,Paid,11905
973,2182,1680,2025-01-15,2C,Economy,Paid,2865
974,447,809,2024-08-31,5C,Business,Failed,10967
975,2166,948,2024-07-01,16F,Business,Pending,15284
976,1620,2293,2025-06-27,7E,First,Paid,13460
977,1794,766,2025-07-01,22B,Economy,Failed,6671
978,749,920,2024-04-02,3C,Economy,Pending,18115
979,1174,939,2025-01-02,35C,First,Paid,19419
980,1910,2497,2024-06-07,12F,First,Pending,10552
981,1557,2314,2025-02-01,30F,Economy,Pending,3426
982,646,1263,2024-06-28,31F,First,Paid,7494
983,379,2298,2025-03-13,12B,Economy,Paid,16058
984,1141,955,2025-01-07,5F,First,Failed,17094
985,937,1315,2024-11-01,30A,Economy,Pending,13057
986,2014,543,2025-01-13,19B,Economy,Paid,2692
987,662,1103,2024-08-05,3B,First,Paid,18236
988,1341,144,2024-11-24,3C,Business,Pending,18024
989,876,1200,2024-12-08,20E,Business,Pending,3067
990,12,2118,2025-12-24,26E,First,Pending,3132
991,1114,2228,2024-06-11,31C,Economy,Paid,9612
992,388,593,2024-06-06,3F,First,Paid,11433
993,2131,567,2024-04-19,13C,Business,,2946
994,1920,691,2025-07-20,23A,Economy,Pending,13339
995,396,1134,2024-12-15,22C,Economy,Paid,3615
996,640,665,2025-12-26,8C,Economy,Paid,14851
997,100,1983,2024-12-30,28D,Business,Pending,10254
998,457,406,2024-01-15,29D,Business,Paid,2393
999,2023,986,2024-06-01,22B,Economy,Pending,11693
1000,2376,1417,2025-06-15,32F,Economy,Paid,8202
1001,74,517,2025-02-03,32C,Business,Pending,18903
1002,2140,850,2024-02-21,34C,Business,Pending,17154
1003,2378,1902,2025-04-13,6F,Economy,Paid,2388
1004,1864,908,2024-11-16,28A,First,Pending,18971
1005,175,316,2025-08-18,28E,First,Failed,5497
1006,1761,1286,2025-01-01,12E,First,Failed,15901
1007,2363,1508,2025-04-30,19C,Business,Pending,9669
1008,497,27,2025-10-02,7A,First,Failed,4571
1009,1293,1519,2024-01-16,21F,First,Paid,14473
1010,428,55,2025-02-14,19C,Business,Paid,10266
1011,35,1935,2024-09-30,29E,First,Pending,19093
1012,2167,1856,2025-08-11,28B,Economy,Paid,16568
1013,1395,249,2024-11-01,29C,Business,Paid,3430
1014,1381,2321,2024-04-01,29A,Economy,Failed,16309
1015,2438,1802,2025-04-02,23E,First,Paid,18176
1016,176,2239,2024-09-26,28C,Economy,Paid,7067
1017,2154,857,2024-02-21,4A,Business,Failed,16628
1018,592,1470,2024-04-30,26C,First,Pending,4215
1019,1187,1877,2024-02-19,33F,Business,,18486
1020,914,1526,2025-04-19,11A,First,Failed,10946
1021,1291,1417,2025-05-06,10E,Business,Failed,14249
1022,1587,1795,2025-01-14,29A,Business,Paid,8296
1023,1303,109,2025-09-23,9A,Economy,Paid,17163
1024,1327,981,2025-01-21,16F,Business,Pending,8462
1025,953,2274,2025-08-29,24C,Business,,12022
1026,861,353,2025-10-22,25E,Economy,Failed,13901
